ID,y
1,79.10985324158362
2,93.6323821463018
3,78.93826885297008
4,78.79683867124858
5,114.14149047184591
8,92.41045680827489
10,115.1469103065048
11,95.64284410920064
12,116.65909354942188
14,95.76031975950433
15,116.72683775499307
16,106.8181706862181
17,97.09026393764601
19,93.95068549523499
20,105.11626811773351
21,97.46900206771993
22,118.25906740883647
23,97.32715979660301
26,93.37825934849917
28,94.55158412453889
29,97.32715979660301
33,97.32715979660301
35,93.50726843360378
41,97.44234551088871
42,91.760706691967
43,118.98263890621801
45,104.29706303621599
46,104.07010906559006
51,93.50892965720642
53,78.71804506196517
55,115.54594237594102
56,95.65960041901106
57,104.29115014994743
58,95.15621583530793
59,104.88894018764825
63,113.69894440326235
64,96.15414834505559
65,106.27606808100563
69,93.65477132221653
71,93.46241598923248
72,105.0819919075911
73,93.91431619929571
76,105.36049042235499
77,103.8791344555566
78,117.06023785536473
82,94.07763879160822
83,106.27606808100563
84,93.86739505240736
85,102.86214735943682
87,114.17100271694557
88,97.04723582442114
89,115.99505807695996
91,92.745167885207
93,92.49596907458994
94,105.33263216014392
95,93.91121092587889
96,114.02295004190813
97,92.28790718105816
98,113.20713839405276
99,93.15113605142383
101,105.29926453482229
103,115.99505807695996
104,93.9170481371688
105,112.0309013700996
110,94.82327088124848
111,113.39142577137417
113,114.17987102648378
114,92.93167847709935
115,113.29383782212284
117,115.99505807695996
120,92.66804732210599
121,113.00997945399575
122,92.60142470456184
123,116.96329178269934
126,114.08869105699677
132,114.44880110546657
135,105.6082822685289
137,103.63081011010478
138,92.30471230836123
140,95.93549750711412
142,116.04522545724622
144,114.04845754408511
148,91.12545383404093
149,117.22346686389575
155,92.39500741207343
156,114.41009494629641
157,92.19347265361914
162,114.1951236773447
163,94.04694478588779
167,95.75404114396295
172,118.98263890621801
179,114.85511000196605
180,92.33550326427503
181,112.56634247120151
182,96.94991518550236
183,116.03268733168744
185,116.03268733168744
187,112.82969605309916
188,94.08058653461998
189,95.22947997107048
191,94.29558545447959
192,117.76531106746707
193,97.11163268712828
194,112.14941697286433
195,92.76017595609588
196,115.7419179487968
198,95.3310629269019
199,114.07674604722803
201,104.5421427303726
204,92.80038850528567
205,107.1986581728687
206,95.47253058097266
210,92.70050468983345
211,105.24631597712998
216,114.12923653461974
219,116.59926910304759
220,93.9427076895474
221,113.04760355699506
226,112.52944754366528
227,93.09718871182714
228,113.79385704105303
230,112.62221755293211
231,92.17664579892204
235,118.25906740883647
236,92.00970325088414
238,112.72032782783141
242,105.8993760080227
243,92.85986225512079
244,78.85426130385004
245,113.44230196488019
247,112.80157970961356
248,93.27262468304569
249,93.4196190540211
250,113.72034801026344
251,91.9054830940214
253,118.25906740883647
254,93.40365339858621
256,91.80611073840346
257,92.27366188745866
258,113.83610235901324
259,94.07457136372231
262,78.19176386599261
266,94.68865410456951
267,113.5999827641152
272,103.38405730282977
273,115.93136163860581
275,92.10553942317938
276,115.24957233058616
279,95.83894125863357
280,106.27606808100563
283,95.96908651808491
285,113.6336048421112
288,115.93136163860581
289,95.46285499712047
290,104.49062758570685
291,92.72339223127878
292,112.26083826167098
293,113.51621355357294
296,91.97642118527224
297,114.37702662608982
298,116.4551913594758
299,93.95717928732005
304,93.46880908146387
305,78.35077587897761
306,93.26810253086296
307,112.27409825646491
311,104.87351643619898
313,113.04751484130084
314,91.621123870459
316,96.43932924659863
324,96.30219611366876
327,96.65476285172585
329,93.92311859037706
330,111.23545371260695
337,103.44447057043303
338,95.42524542441139
339,104.0151847789507
340,97.0451824179712
343,93.3833325545184
345,116.72683775499307
346,94.32237838654704
347,112.65199171936818
349,112.88671987155959
350,92.70600446536257
352,114.30093483512364
353,92.69751696352176
354,78.18272873878372
357,92.11569646457953
358,114.19293535443417
362,113.19498582063406
364,117.5345378057827
365,103.91305237676508
366,94.95379193593277
367,113.7601246063219
368,94.33399696128954
370,77.24205161592914
373,94.20674816135562
377,93.84519861157723
378,113.15106734156235
382,105.28222409582436
384,113.70906171836688
390,94.25563046755835
392,114.84775515689465
393,114.95670421611717
395,94.71445411432985
396,104.6964799091991
399,77.23649272821635
406,113.04751484130084
408,113.04751484130084
409,95.31332964555844
410,78.15963376331217
412,115.25269737071164
413,92.09660961470885
419,94.28169412262467
420,114.81994410903086
421,92.3449101966902
430,94.46218314247716
434,93.64833425732184
436,97.14112032495689
437,95.85983671218257
438,93.49927075874274
439,113.00334346292563
440,92.94027598504292
443,115.97177050887872
446,92.51047796179436
448,93.4539251564776
452,94.2624783692006
453,104.43837564496988
457,104.44714438428522
458,95.78492064980487
459,115.61600122318372
460,102.93238254346274
462,104.1113071974083
464,102.72999466367091
465,116.68805814742547
467,112.66182751349722
471,113.7027281549477
472,77.94365314956785
473,93.05856627237314
475,93.7440558548432
480,95.7191425946814
488,114.36846624197057
490,112.01145959321158
491,104.30039047120286
492,78.85885029810534
493,94.10476846478191
497,91.16940889460871
498,114.43964357773274
499,93.78687861859446
500,103.89387054279786
501,96.78850709201062
502,112.07035635651695
506,78.39388032513924
510,112.79811710656651
511,93.66929591280683
512,93.26187339927537
516,93.97832464790685
518,92.13527357340607
519,112.22606244314515
521,93.27425353397692
522,113.07514786599835
526,114.54486322245488
529,95.88941282808057
532,112.45247779027021
533,93.95770962240991
536,117.08523357287513
537,93.82993151217451
539,93.814913169234
540,104.99251410166113
541,94.50109874474195
543,95.32897237670895
546,114.2962214938443
547,91.92711638835979
548,78.5539340730986
551,91.1017005014083
552,103.45415021274187
556,102.93754786114448
557,94.7250513126254
558,113.49258036708575
559,94.30245628599552
560,106.50680794447925
562,107.41796425467673
566,92.68096696599137
